,geo,date,hicp_yoy,urate,hicp_yoy_lag1,hicp_yoy_lag2,hicp_yoy_lag3,urate_lag1,urate_lag2,urate_lag3
22,AT,1998-12-01,0.5,4.633333333333333,0.5,0.7,0.6,4.766666666666667,4.8999999999999995,4.966666666666667
23,AT,1999-01-01,0.3,4.566666666666666,0.5,0.5,0.7,4.633333333333333,4.766666666666667,4.8999999999999995
24,AT,1999-02-01,0.2,4.533333333333333,0.3,0.5,0.5,4.566666666666666,4.633333333333333,4.766666666666667
25,AT,1999-03-01,0.2,4.533333333333334,0.2,0.3,0.5,4.533333333333333,4.566666666666666,4.633333333333333
26,AT,1999-04-01,0.1,4.6000000000000005,0.2,0.2,0.3,4.533333333333334,4.533333333333333,4.566666666666666
27,AT,1999-05-01,0.4,4.633333333333334,0.1,0.2,0.2,4.6000000000000005,4.533333333333334,4.533333333333333
28,AT,1999-06-01,0.2,4.6000000000000005,0.4,0.1,0.2,4.633333333333334,4.6000000000000005,4.533333333333334
29,AT,1999-07-01,0.3,4.5,0.2,0.4,0.1,4.6000000000000005,4.633333333333334,4.6000000000000005
30,AT,1999-08-01,0.5,4.3999999999999995,0.3,0.2,0.4,4.5,4.6000000000000005,4.633333333333334
31,AT,1999-09-01,0.6,4.366666666666666,0.5,0.3,0.2,4.3999999999999995,4.5,4.6000000000000005
32,AT,1999-10-01,0.8,4.266666666666667,0.6,0.5,0.3,4.366666666666666,4.3999999999999995,4.5
33,AT,1999-11-01,1.0,4.333333333333333,0.8,0.6,0.5,4.266666666666667,4.366666666666666,4.3999999999999995
34,AT,1999-12-01,1.7,4.5,1.0,0.8,0.6,4.333333333333333,4.266666666666667,4.366666666666666
35,AT,2000-01-01,1.4,4.666666666666667,1.7,1.0,0.8,4.5,4.333333333333333,4.266666666666667
36,AT,2000-02-01,1.9,4.666666666666667,1.4,1.7,1.0,4.666666666666667,4.5,4.333333333333333
37,AT,2000-03-01,1.9,4.533333333333333,1.9,1.4,1.7,4.666666666666667,4.666666666666667,4.5
38,AT,2000-04-01,1.8,4.2,1.9,1.9,1.4,4.533333333333333,4.666666666666667,4.666666666666667
39,AT,2000-05-01,1.6,4.066666666666666,1.8,1.9,1.9,4.2,4.533333333333333,4.666666666666667
40,AT,2000-06-01,2.4,4.0,1.6,1.8,1.9,4.066666666666666,4.2,4.533333333333333
41,AT,2000-07-01,1.9,4.133333333333334,2.4,1.6,1.8,4.0,4.066666666666666,4.2
42,AT,2000-08-01,1.9,4.2,1.9,2.4,1.6,4.133333333333334,4.0,4.066666666666666
43,AT,2000-09-01,2.3,4.366666666666666,1.9,1.9,2.4,4.2,4.133333333333334,4.0
44,AT,2000-10-01,2.2,4.466666666666666,2.3,1.9,1.9,4.366666666666666,4.2,4.133333333333334
45,AT,2000-11-01,2.3,4.5,2.2,2.3,1.9,4.466666666666666,4.366666666666666,4.2
46,AT,2000-12-01,1.8,4.366666666666666,2.3,2.2,2.3,4.5,4.466666666666666,4.366666666666666
47,AT,2001-01-01,2.3,4.166666666666667,1.8,2.3,2.2,4.366666666666666,4.5,4.466666666666666
48,AT,2001-02-01,1.8,4.1000000000000005,2.3,1.8,2.3,4.166666666666667,4.366666666666666,4.5
49,AT,2001-03-01,1.9,4.233333333333333,1.8,2.3,1.8,4.1000000000000005,4.166666666666667,4.366666666666666
50,AT,2001-04-01,2.6,4.5,1.9,1.8,2.3,4.233333333333333,4.1000000000000005,4.166666666666667
51,AT,2001-05-01,2.9,4.666666666666667,2.6,1.9,1.8,4.5,4.233333333333333,4.1000000000000005
52,AT,2001-06-01,2.6,4.766666666666667,2.9,2.6,1.9,4.666666666666667,4.5,4.233333333333333
53,AT,2001-07-01,2.8,4.733333333333333,2.6,2.9,2.6,4.766666666666667,4.666666666666667,4.5
54,AT,2001-08-01,2.4,4.733333333333333,2.8,2.6,2.9,4.733333333333333,4.766666666666667,4.666666666666667
55,AT,2001-09-01,2.4,4.8,2.4,2.8,2.6,4.733333333333333,4.733333333333333,4.766666666666667
56,AT,2001-10-01,2.3,4.866666666666666,2.4,2.4,2.8,4.8,4.733333333333333,4.733333333333333
57,AT,2001-11-01,1.9,4.966666666666667,2.3,2.4,2.4,4.866666666666666,4.8,4.733333333333333
58,AT,2001-12-01,1.8,5.033333333333333,1.9,2.3,2.4,4.966666666666667,4.866666666666666,4.8
59,AT,2002-01-01,1.9,5.066666666666666,1.8,1.9,2.3,5.033333333333333,4.966666666666667,4.866666666666666
60,AT,2002-02-01,1.7,5.066666666666666,1.9,1.8,1.9,5.066666666666666,5.033333333333333,4.966666666666667
61,AT,2002-03-01,1.7,5.033333333333333,1.7,1.9,1.8,5.066666666666666,5.066666666666666,5.033333333333333
62,AT,2002-04-01,1.7,4.8999999999999995,1.7,1.7,1.9,5.033333333333333,5.066666666666666,5.066666666666666
63,AT,2002-05-01,1.6,4.866666666666666,1.7,1.7,1.7,4.8999999999999995,5.033333333333333,5.066666666666666
64,AT,2002-06-01,1.5,4.8999999999999995,1.6,1.7,1.7,4.866666666666666,4.8999999999999995,5.033333333333333
65,AT,2002-07-01,1.5,5.033333333333333,1.5,1.6,1.7,4.8999999999999995,4.866666666666666,4.8999999999999995
66,AT,2002-08-01,2.0,5.066666666666666,1.5,1.5,1.6,5.033333333333333,4.8999999999999995,4.866666666666666
67,AT,2002-09-01,1.6,5.166666666666667,2.0,1.5,1.5,5.066666666666666,5.033333333333333,4.8999999999999995
68,AT,2002-10-01,1.6,5.1000000000000005,1.6,2.0,1.5,5.166666666666667,5.066666666666666,5.033333333333333
69,AT,2002-11-01,1.7,5.066666666666666,1.6,1.6,2.0,5.1000000000000005,5.166666666666667,5.066666666666666
70,AT,2002-12-01,1.7,5.1000000000000005,1.7,1.6,1.6,5.066666666666666,5.1000000000000005,5.166666666666667
71,AT,2003-01-01,1.7,5.066666666666666,1.7,1.7,1.6,5.1000000000000005,5.066666666666666,5.1000000000000005
72,AT,2003-02-01,1.7,5.133333333333334,1.7,1.7,1.7,5.066666666666666,5.1000000000000005,5.066666666666666
73,AT,2003-03-01,1.8,5.233333333333333,1.7,1.7,1.7,5.133333333333334,5.066666666666666,5.1000000000000005
74,AT,2003-04-01,1.3,5.3999999999999995,1.8,1.7,1.7,5.233333333333333,5.133333333333334,5.066666666666666
75,AT,2003-05-01,1.0,5.566666666666666,1.3,1.8,1.7,5.3999999999999995,5.233333333333333,5.133333333333334
76,AT,2003-06-01,1.0,5.7,1.0,1.3,1.8,5.566666666666666,5.3999999999999995,5.233333333333333
77,AT,2003-07-01,1.0,5.666666666666667,1.0,1.0,1.3,5.7,5.566666666666666,5.3999999999999995
78,AT,2003-08-01,1.0,5.7,1.0,1.0,1.0,5.666666666666667,5.7,5.566666666666666
79,AT,2003-09-01,1.3,5.7,1.0,1.0,1.0,5.7,5.666666666666667,5.7
80,AT,2003-10-01,1.1,5.7,1.3,1.0,1.0,5.7,5.7,5.666666666666667
81,AT,2003-11-01,1.3,5.966666666666666,1.1,1.3,1.0,5.7,5.7,5.7
82,AT,2003-12-01,1.3,6.366666666666667,1.3,1.1,1.3,5.966666666666666,5.7,5.7
83,AT,2004-01-01,1.2,8.4,1.3,1.3,1.1,6.366666666666667,5.966666666666666,5.7
84,AT,2004-02-01,1.5,7.766666666666667,1.2,1.3,1.3,8.4,6.366666666666667,5.966666666666666
85,AT,2004-03-01,1.6,7.733333333333334,1.5,1.2,1.3,7.766666666666667,8.4,6.366666666666667
86,AT,2004-04-01,1.6,7.6000000000000005,1.6,1.5,1.2,7.733333333333334,7.766666666666667,8.4
87,AT,2004-05-01,2.1,6.566666666666667,1.6,1.6,1.5,7.6000000000000005,7.733333333333334,7.766666666666667
88,AT,2004-06-01,2.3,6.766666666666667,2.1,1.6,1.6,6.566666666666667,7.6000000000000005,7.733333333333334
89,AT,2004-07-01,2.1,6.8,2.3,2.1,1.6,6.766666666666667,6.566666666666667,7.6000000000000005
90,AT,2004-08-01,2.2,7.033333333333334,2.1,2.3,2.1,6.8,6.766666666666667,6.566666666666667
91,AT,2004-09-01,1.8,7.2,2.2,2.1,2.3,7.033333333333334,6.8,6.766666666666667
92,AT,2004-10-01,2.3,7.866666666666667,1.8,2.2,2.1,7.2,7.033333333333334,6.8
93,AT,2004-11-01,2.3,6.933333333333334,2.3,1.8,2.2,7.866666666666667,7.2,7.033333333333334
94,AT,2004-12-01,2.5,7.6000000000000005,2.3,2.3,1.8,6.933333333333334,7.866666666666667,7.2
95,AT,2005-01-01,2.4,7.1000000000000005,2.5,2.3,2.3,7.6000000000000005,6.933333333333334,7.866666666666667
96,AT,2005-02-01,2.3,7.3,2.4,2.5,2.3,7.1000000000000005,7.6000000000000005,6.933333333333334
97,AT,2005-03-01,2.4,6.900000000000001,2.3,2.4,2.5,7.3,7.1000000000000005,7.6000000000000005
98,AT,2005-04-01,2.3,7.166666666666667,2.4,2.3,2.4,6.900000000000001,7.3,7.1000000000000005
99,AT,2005-05-01,1.9,8.333333333333334,2.3,2.4,2.3,7.166666666666667,6.900000000000001,7.3
100,AT,2005-06-01,2.0,8.133333333333333,1.9,2.3,2.4,8.333333333333334,7.166666666666667,6.900000000000001
101,AT,2005-07-01,2.1,8.033333333333333,2.0,1.9,2.3,8.133333333333333,8.333333333333334,7.166666666666667
102,AT,2005-08-01,1.9,7.266666666666667,2.1,2.0,1.9,8.033333333333333,8.133333333333333,8.333333333333334
103,AT,2005-09-01,2.5,7.766666666666667,1.9,2.1,2.0,7.266666666666667,8.033333333333333,8.133333333333333
104,AT,2005-10-01,2.1,7.466666666666666,2.5,1.9,2.1,7.766666666666667,7.266666666666667,8.033333333333333
105,AT,2005-11-01,1.7,7.900000000000001,2.1,2.5,1.9,7.466666666666666,7.766666666666667,7.266666666666667
106,AT,2005-12-01,1.5,7.633333333333333,1.7,2.1,2.5,7.900000000000001,7.466666666666666,7.766666666666667
107,AT,2006-01-01,1.5,7.533333333333334,1.5,1.7,2.1,7.633333333333333,7.900000000000001,7.466666666666666
108,AT,2006-02-01,1.5,7.266666666666667,1.5,1.5,1.7,7.533333333333334,7.633333333333333,7.900000000000001
109,AT,2006-03-01,1.3,7.866666666666667,1.5,1.5,1.5,7.266666666666667,7.533333333333334,7.633333333333333
110,AT,2006-04-01,2.1,7.0,1.3,1.5,1.5,7.866666666666667,7.266666666666667,7.533333333333334
111,AT,2006-05-01,2.1,6.366666666666667,2.1,1.3,1.5,7.0,7.866666666666667,7.266666666666667
112,AT,2006-06-01,1.9,7.5,2.1,2.1,1.3,6.366666666666667,7.0,7.866666666666667
113,AT,2006-07-01,1.9,6.533333333333334,1.9,2.1,2.1,7.5,6.366666666666667,7.0
114,AT,2006-08-01,2.1,6.566666666666666,1.9,1.9,2.1,6.533333333333334,7.5,6.366666666666667
115,AT,2006-09-01,1.4,7.0,2.1,1.9,1.9,6.566666666666666,6.533333333333334,7.5
116,AT,2006-10-01,1.2,6.433333333333334,1.4,2.1,1.9,7.0,6.566666666666666,6.533333333333334
117,AT,2006-11-01,1.5,6.366666666666666,1.2,1.4,2.1,6.433333333333334,7.0,6.566666666666666
118,AT,2006-12-01,1.6,6.733333333333333,1.5,1.2,1.4,6.366666666666666,6.433333333333334,7.0
119,AT,2007-01-01,1.7,5.933333333333333,1.6,1.5,1.2,6.733333333333333,6.366666666666666,6.433333333333334
120,AT,2007-02-01,1.7,6.7,1.7,1.6,1.5,5.933333333333333,6.733333333333333,6.366666666666666
121,AT,2007-03-01,1.9,6.6000000000000005,1.7,1.7,1.6,6.7,5.933333333333333,6.733333333333333
122,AT,2007-04-01,1.8,6.966666666666666,1.9,1.7,1.7,6.6000000000000005,6.7,5.933333333333333
123,AT,2007-05-01,1.9,7.466666666666666,1.8,1.9,1.7,6.966666666666666,6.6000000000000005,6.7
124,AT,2007-06-01,1.9,6.266666666666667,1.9,1.8,1.9,7.466666666666666,6.966666666666666,6.6000000000000005
125,AT,2007-07-01,2.0,7.333333333333333,1.9,1.9,1.8,6.266666666666667,7.466666666666666,6.966666666666666
126,AT,2007-08-01,1.7,7.3,2.0,1.9,1.9,7.333333333333333,6.266666666666667,7.466666666666666
127,AT,2007-09-01,2.1,5.766666666666667,1.7,2.0,1.9,7.3,7.333333333333333,6.266666666666667
128,AT,2007-10-01,2.9,6.6000000000000005,2.1,1.7,2.0,5.766666666666667,7.3,7.333333333333333
129,AT,2007-11-01,3.2,5.966666666666666,2.9,2.1,1.7,6.6000000000000005,5.766666666666667,7.3
130,AT,2007-12-01,3.5,5.3999999999999995,3.2,2.9,2.1,5.966666666666666,6.6000000000000005,5.766666666666667
131,AT,2008-01-01,3.1,5.866666666666667,3.5,3.2,2.9,5.3999999999999995,5.966666666666666,6.6000000000000005
132,AT,2008-02-01,3.1,5.866666666666666,3.1,3.5,3.2,5.866666666666667,5.3999999999999995,5.966666666666666
133,AT,2008-03-01,3.5,5.766666666666666,3.1,3.1,3.5,5.866666666666666,5.866666666666667,5.3999999999999995
134,AT,2008-04-01,3.4,5.166666666666667,3.5,3.1,3.1,5.766666666666666,5.866666666666666,5.866666666666667
135,AT,2008-05-01,3.8,5.1000000000000005,3.4,3.5,3.1,5.166666666666667,5.766666666666666,5.866666666666666
136,AT,2008-06-01,4.0,5.366666666666667,3.8,3.4,3.5,5.1000000000000005,5.166666666666667,5.766666666666666
137,AT,2008-07-01,3.8,5.266666666666667,4.0,3.8,3.4,5.366666666666667,5.1000000000000005,5.166666666666667
138,AT,2008-08-01,3.6,5.733333333333333,3.8,4.0,3.8,5.266666666666667,5.366666666666667,5.1000000000000005
139,AT,2008-09-01,3.7,5.566666666666666,3.6,3.8,4.0,5.733333333333333,5.266666666666667,5.366666666666667
140,AT,2008-10-01,3.0,5.633333333333333,3.7,3.6,3.8,5.566666666666666,5.733333333333333,5.266666666666667
141,AT,2008-11-01,2.3,6.666666666666667,3.0,3.7,3.6,5.633333333333333,5.566666666666666,5.733333333333333
142,AT,2008-12-01,1.5,6.7,2.3,3.0,3.7,6.666666666666667,5.633333333333333,5.566666666666666
143,AT,2009-01-01,1.2,6.666666666666667,1.5,2.3,3.0,6.7,6.666666666666667,5.633333333333333
144,AT,2009-02-01,1.3,6.066666666666666,1.2,1.5,2.3,6.666666666666667,6.7,6.666666666666667
145,AT,2009-03-01,0.6,6.966666666666666,1.3,1.2,1.5,6.066666666666666,6.666666666666667,6.7
146,AT,2009-04-01,0.5,7.400000000000001,0.6,1.3,1.2,6.966666666666666,6.066666666666666,6.666666666666667
147,AT,2009-05-01,0.1,7.166666666666667,0.5,0.6,1.3,7.400000000000001,6.966666666666666,6.066666666666666
148,AT,2009-06-01,-0.3,7.633333333333333,0.1,0.5,0.6,7.166666666666667,7.400000000000001,6.966666666666666
149,AT,2009-07-01,-0.4,8.166666666666666,-0.3,0.1,0.5,7.633333333333333,7.166666666666667,7.400000000000001
150,AT,2009-08-01,0.2,7.066666666666666,-0.4,-0.3,0.1,8.166666666666666,7.633333333333333,7.166666666666667
151,AT,2009-09-01,0.0,8.200000000000001,0.2,-0.4,-0.3,7.066666666666666,8.166666666666666,7.633333333333333
152,AT,2009-10-01,0.1,7.1000000000000005,0.0,0.2,-0.4,8.200000000000001,7.066666666666666,8.166666666666666
153,AT,2009-11-01,0.6,7.8999999999999995,0.1,0.0,0.2,7.1000000000000005,8.200000000000001,7.066666666666666
154,AT,2009-12-01,1.1,6.766666666666667,0.6,0.1,0.0,7.8999999999999995,7.1000000000000005,8.200000000000001
155,AT,2010-01-01,1.2,6.766666666666667,1.1,0.6,0.1,6.766666666666667,7.8999999999999995,7.1000000000000005
156,AT,2010-02-01,0.9,7.0,1.2,1.1,0.6,6.766666666666667,6.766666666666667,7.8999999999999995
157,AT,2010-03-01,1.8,7.333333333333333,0.9,1.2,1.1,7.0,6.766666666666667,6.766666666666667
158,AT,2010-04-01,1.8,6.6000000000000005,1.8,0.9,1.2,7.333333333333333,7.0,6.766666666666667
159,AT,2010-05-01,1.7,6.566666666666666,1.8,1.8,0.9,6.6000000000000005,7.333333333333333,7.0
160,AT,2010-06-01,1.8,7.2,1.7,1.8,1.8,6.566666666666666,6.6000000000000005,7.333333333333333
161,AT,2010-07-01,1.7,5.8999999999999995,1.8,1.7,1.8,7.2,6.566666666666666,6.6000000000000005
162,AT,2010-08-01,1.6,7.0,1.7,1.8,1.7,5.8999999999999995,7.2,6.566666666666666
163,AT,2010-09-01,1.7,6.833333333333333,1.6,1.7,1.8,7.0,5.8999999999999995,7.2
164,AT,2010-10-01,2.0,5.566666666666666,1.7,1.6,1.7,6.833333333333333,7.0,5.8999999999999995
165,AT,2010-11-01,1.8,6.2,2.0,1.7,1.6,5.566666666666666,6.833333333333333,7.0
166,AT,2010-12-01,2.2,6.133333333333334,1.8,2.0,1.7,6.2,5.566666666666666,6.833333333333333
167,AT,2011-01-01,2.5,5.433333333333334,2.2,1.8,2.0,6.133333333333334,6.2,5.566666666666666
168,AT,2011-02-01,3.2,7.533333333333334,2.5,2.2,1.8,5.433333333333334,6.133333333333334,6.2
169,AT,2011-03-01,3.3,6.3999999999999995,3.2,2.5,2.2,7.533333333333334,5.433333333333334,6.133333333333334
170,AT,2011-04-01,3.7,6.366666666666667,3.3,3.2,2.5,6.3999999999999995,7.533333333333334,5.433333333333334
171,AT,2011-05-01,3.7,6.5,3.7,3.3,3.2,6.366666666666667,6.3999999999999995,7.533333333333334
172,AT,2011-06-01,3.7,5.7,3.7,3.7,3.3,6.5,6.366666666666667,6.3999999999999995
173,AT,2011-07-01,3.8,5.733333333333333,3.7,3.7,3.7,5.7,6.5,6.366666666666667
174,AT,2011-08-01,3.7,5.466666666666666,3.8,3.7,3.7,5.733333333333333,5.7,6.5
175,AT,2011-09-01,3.9,5.033333333333333,3.7,3.8,3.7,5.466666666666666,5.733333333333333,5.7
176,AT,2011-10-01,3.8,7.3,3.9,3.7,3.8,5.033333333333333,5.466666666666666,5.733333333333333
177,AT,2011-11-01,3.8,6.233333333333333,3.8,3.9,3.7,7.3,5.033333333333333,5.466666666666666
178,AT,2011-12-01,3.4,6.566666666666666,3.8,3.8,3.9,6.233333333333333,7.3,5.033333333333333
179,AT,2012-01-01,2.9,5.933333333333334,3.4,3.8,3.8,6.566666666666666,6.233333333333333,7.3
180,AT,2012-02-01,2.6,6.466666666666666,2.9,3.4,3.8,5.933333333333334,6.566666666666666,6.233333333333333
181,AT,2012-03-01,2.6,6.6000000000000005,2.6,2.9,3.4,6.466666666666666,5.933333333333334,6.566666666666666
182,AT,2012-04-01,2.3,6.466666666666666,2.6,2.6,2.9,6.6000000000000005,6.466666666666666,5.933333333333334
183,AT,2012-05-01,2.2,6.5,2.3,2.6,2.6,6.466666666666666,6.6000000000000005,6.466666666666666
184,AT,2012-06-01,2.2,6.766666666666667,2.2,2.3,2.6,6.5,6.466666666666666,6.6000000000000005
185,AT,2012-07-01,2.1,6.533333333333334,2.2,2.2,2.3,6.766666666666667,6.5,6.466666666666666
186,AT,2012-08-01,2.3,7.133333333333333,2.1,2.2,2.2,6.533333333333334,6.766666666666667,6.5
187,AT,2012-09-01,2.8,6.833333333333333,2.3,2.1,2.2,7.133333333333333,6.533333333333334,6.766666666666667
188,AT,2012-10-01,2.9,6.233333333333333,2.8,2.3,2.1,6.833333333333333,7.133333333333333,6.533333333333334
189,AT,2012-11-01,2.9,6.766666666666667,2.9,2.8,2.3,6.233333333333333,6.833333333333333,7.133333333333333
190,AT,2012-12-01,2.9,6.6000000000000005,2.9,2.9,2.8,6.766666666666667,6.233333333333333,6.833333333333333
191,AT,2013-01-01,2.8,7.733333333333333,2.9,2.9,2.9,6.6000000000000005,6.766666666666667,6.233333333333333
192,AT,2013-02-01,2.6,6.733333333333333,2.8,2.9,2.9,7.733333333333333,6.6000000000000005,6.766666666666667
193,AT,2013-03-01,2.4,7.0,2.6,2.8,2.9,6.733333333333333,7.733333333333333,6.6000000000000005
194,AT,2013-04-01,2.1,6.400000000000001,2.4,2.6,2.8,7.0,6.733333333333333,7.733333333333333
195,AT,2013-05-01,2.4,6.6000000000000005,2.1,2.4,2.6,6.400000000000001,7.0,6.733333333333333
196,AT,2013-06-01,2.2,7.066666666666666,2.4,2.1,2.4,6.6000000000000005,6.400000000000001,7.0
197,AT,2013-07-01,2.1,7.0,2.2,2.4,2.1,7.066666666666666,6.6000000000000005,6.400000000000001
198,AT,2013-08-01,2.0,6.666666666666667,2.1,2.2,2.4,7.0,7.066666666666666,6.6000000000000005
199,AT,2013-09-01,1.8,6.966666666666666,2.0,2.1,2.2,6.666666666666667,7.0,7.066666666666666
200,AT,2013-10-01,1.5,7.466666666666666,1.8,2.0,2.1,6.966666666666666,6.666666666666667,7.0
201,AT,2013-11-01,1.5,6.933333333333334,1.5,1.8,2.0,7.466666666666666,6.966666666666666,6.666666666666667
202,AT,2013-12-01,2.0,7.633333333333333,1.5,1.5,1.8,6.933333333333334,7.466666666666666,6.966666666666666
203,AT,2014-01-01,1.5,8.4,2.0,1.5,1.5,7.633333333333333,6.933333333333334,7.466666666666666
204,AT,2014-02-01,1.5,7.133333333333333,1.5,2.0,1.5,8.4,7.633333333333333,6.933333333333334
205,AT,2014-03-01,1.5,8.0,1.5,1.5,2.0,7.133333333333333,8.4,7.633333333333333
206,AT,2014-04-01,1.6,6.566666666666666,1.5,1.5,1.5,8.0,7.133333333333333,8.4
207,AT,2014-05-01,1.5,7.033333333333334,1.6,1.5,1.5,6.566666666666666,8.0,7.133333333333333
208,AT,2014-06-01,1.7,7.5,1.5,1.6,1.5,7.033333333333334,6.566666666666666,8.0
209,AT,2014-07-01,1.7,7.766666666666667,1.7,1.5,1.6,7.5,7.033333333333334,6.566666666666666
210,AT,2014-08-01,1.5,6.7,1.7,1.7,1.5,7.766666666666667,7.5,7.033333333333334
211,AT,2014-09-01,1.4,7.633333333333333,1.5,1.7,1.7,6.7,7.766666666666667,7.5
212,AT,2014-10-01,1.4,7.3999999999999995,1.4,1.5,1.7,7.633333333333333,6.7,7.766666666666667
213,AT,2014-11-01,1.5,7.466666666666666,1.4,1.4,1.5,7.3999999999999995,7.633333333333333,6.7
214,AT,2014-12-01,0.8,7.766666666666667,1.5,1.4,1.4,7.466666666666666,7.3999999999999995,7.633333333333333
215,AT,2015-01-01,0.5,6.666666666666667,0.8,1.5,1.4,7.766666666666667,7.466666666666666,7.3999999999999995
216,AT,2015-02-01,0.5,7.033333333333334,0.5,0.8,1.5,6.666666666666667,7.766666666666667,7.466666666666666
217,AT,2015-03-01,0.9,7.966666666666666,0.5,0.5,0.8,7.033333333333334,6.666666666666667,7.766666666666667
218,AT,2015-04-01,0.9,7.566666666666666,0.9,0.5,0.5,7.966666666666666,7.033333333333334,6.666666666666667
219,AT,2015-05-01,1.0,7.633333333333334,0.9,0.9,0.5,7.566666666666666,7.966666666666666,7.033333333333334
220,AT,2015-06-01,1.0,7.7,1.0,0.9,0.9,7.633333333333334,7.566666666666666,7.966666666666666
221,AT,2015-07-01,1.1,7.366666666666667,1.0,1.0,0.9,7.7,7.633333333333334,7.566666666666666
222,AT,2015-08-01,1.0,7.266666666666667,1.1,1.0,1.0,7.366666666666667,7.7,7.633333333333334
223,AT,2015-09-01,0.6,7.933333333333334,1.0,1.1,1.0,7.266666666666667,7.366666666666667,7.7
224,AT,2015-10-01,0.7,7.666666666666667,0.6,1.0,1.1,7.933333333333334,7.266666666666667,7.366666666666667
225,AT,2015-11-01,0.5,8.466666666666667,0.7,0.6,1.0,7.666666666666667,7.933333333333334,7.266666666666667
226,AT,2015-12-01,1.1,8.0,0.5,0.7,0.6,8.466666666666667,7.666666666666667,7.933333333333334
227,AT,2016-01-01,1.4,8.733333333333334,1.1,0.5,0.7,8.0,8.466666666666667,7.666666666666667
228,AT,2016-02-01,1.0,8.366666666666667,1.4,1.1,0.5,8.733333333333334,8.0,8.466666666666667
229,AT,2016-03-01,0.7,7.5,1.0,1.4,1.1,8.366666666666667,8.733333333333334,8.0
230,AT,2016-04-01,0.6,7.633333333333333,0.7,1.0,1.4,7.5,8.366666666666667,8.733333333333334
231,AT,2016-05-01,0.6,8.200000000000001,0.6,0.7,1.0,7.633333333333333,7.5,8.366666666666667
232,AT,2016-06-01,0.6,8.3,0.6,0.6,0.7,8.200000000000001,7.633333333333333,7.5
233,AT,2016-07-01,0.6,8.333333333333334,0.6,0.6,0.6,8.3,8.200000000000001,7.633333333333333
234,AT,2016-08-01,0.6,7.866666666666667,0.6,0.6,0.6,8.333333333333334,8.3,8.200000000000001
235,AT,2016-09-01,1.1,8.5,0.6,0.6,0.6,7.866666666666667,8.333333333333334,8.3
236,AT,2016-10-01,1.4,7.8,1.1,0.6,0.6,8.5,7.866666666666667,8.333333333333334
237,AT,2016-11-01,1.5,7.5,1.4,1.1,0.6,7.8,8.5,7.866666666666667
238,AT,2016-12-01,1.6,7.533333333333334,1.5,1.4,1.1,7.5,7.8,8.5
239,AT,2017-01-01,2.1,7.966666666666666,1.6,1.5,1.4,7.533333333333334,7.5,7.8
240,AT,2017-02-01,2.4,7.533333333333334,2.1,1.6,1.5,7.966666666666666,7.533333333333334,7.5
241,AT,2017-03-01,2.1,7.366666666666667,2.4,2.1,1.6,7.533333333333334,7.966666666666666,7.533333333333334
242,AT,2017-04-01,2.3,7.566666666666666,2.1,2.4,2.1,7.366666666666667,7.533333333333334,7.966666666666666
243,AT,2017-05-01,2.1,7.233333333333333,2.3,2.1,2.4,7.566666666666666,7.366666666666667,7.533333333333334
